year,electorate,party,all,ordinary,special
2014,Mangere,Labour Party,18470,15072,3398
2014,Mangere,Maori Party,124,95,29
2014,Mangere,NZ First,2008,1749,259
2014,Mangere,NZ Independent Coalition,5,5,0
2014,Mangere,National Party,4281,3718,563
2014,Mangere,The Civilian Party,3,2,1
2014,Mangere,United Future,26,18,8
2014,Manukau East,ACT,179,156,23
2014,Manukau East,Aotearoa Legalise Cannabis Party,76,54,22
2014,Manukau East,Ban1080,4,4,0
2014,Manukau East,Conservative,553,474,79
2014,Manukau East,Democrats for Social Credit,4,2,2
2014,Manukau East,Focus NZ,7,4,3
2014,Manukau East,Green Party,971,763,208
2014,Manukau East,Internet MANA,276,192,84
2014,Manukau East,Labour Party,16925,13889,3036
2014,Manukau East,Maori Party,84,52,32
2014,Manukau East,NZ First,2072,1805,267
2014,Manukau East,NZ Independent Coalition,4,4,0
2014,Manukau East,National Party,5392,4729,663
2014,Manukau East,The Civilian Party,4,4,0
2014,Manukau East,United Future,18,17,1
2014,Manurewa,ACT,158,140,18
2014,Manurewa,Aotearoa Legalise Cannabis Party,102,73,29
2014,Manurewa,Ban1080,15,11,4
2014,Manurewa,Conservative,776,685,91
2014,Manurewa,Democrats for Social Credit,6,6,0
2014,Manurewa,Focus NZ,1,1,0
2014,Manurewa,Green Party,1092,867,225
2014,Manurewa,Internet MANA,315,202,113
2014,Manurewa,Labour Party,14579,11674,2905
2014,Manurewa,Maori Party,191,125,66
2014,Manurewa,NZ First,2609,2240,369
2014,Manurewa,NZ Independent Coalition,0,0,0
2014,Manurewa,National Party,7612,6553,1059
2014,Manurewa,The Civilian Party,10,8,2
2014,Manurewa,United Future,24,19,5
2014,Maungakiekie,ACT,512,454,58
2014,Maungakiekie,Aotearoa Legalise Cannabis Party,113,75,38
2014,Maungakiekie,Ban1080,11,9,2
2014,Maungakiekie,Conservative,1095,938,157
2014,Maungakiekie,Democrats for Social Credit,8,6,2
2014,Maungakiekie,Focus NZ,8,6,2
2014,Maungakiekie,Green Party,3270,2564,706
2014,Maungakiekie,Internet MANA,377,264,113
2014,Maungakiekie,Labour Party,12199,10007,2192
2014,Maungakiekie,Maori Party,187,138,49
2014,Maungakiekie,NZ First,2283,1944,339
2014,Maungakiekie,NZ Independent Coalition,10,8,2
2014,Maungakiekie,National Party,14394,12182,2212
2014,Maungakiekie,The Civilian Party,14,10,4
2014,Maungakiekie,United Future,80,65,15
2014,Mt Albert,ACT,356,302,54
2014,Mt Albert,Aotearoa Legalise Cannabis Party,93,62,31
2014,Mt Albert,Ban1080,12,8,4
2014,Mt Albert,Conservative,719,622,97
2014,Mt Albert,Democrats for Social Credit,7,5,2
2014,Mt Albert,Focus NZ,6,6,0
2014,Mt Albert,Green Party,8005,6206,1799
2014,Mt Albert,Internet MANA,603,423,180
2014,Mt Albert,Labour Party,10823,9003,1820
2014,Mt Albert,Maori Party,178,141,37
2014,Mt Albert,NZ First,1512,1278,234
2014,Mt Albert,NZ Independent Coalition,5,4,1
2014,Mt Albert,National Party,14359,12082,2277
2014,Mt Albert,The Civilian Party,11,9,2
2014,Mt Albert,United Future,57,43,14
2014,Mt Roskill,ACT,610,551,59
2014,Mt Roskill,Aotearoa Legalise Cannabis Party,74,52,22
2014,Mt Roskill,Ban1080,17,16,1
2014,Mt Roskill,Conservative,1240,1092,148
2014,Mt Roskill,Democrats for Social Credit,10,9,1
2014,Mt Roskill,Focus NZ,6,4,2
2014,Mt Roskill,Green Party,3279,2556,723
2014,Mt Roskill,Internet MANA,304,228,76
2014,Mt Roskill,Labour Party,12086,10130,1956
2014,Mt Roskill,Maori Party,132,108,24
2014,Mt Roskill,NZ First,1805,1556,249
2014,Mt Roskill,NZ Independent Coalition,6,5,1
2014,Mt Roskill,National Party,14275,12466,1809
2014,Mt Roskill,The Civilian Party,8,5,3
2014,Mt Roskill,United Future,69,50,19
2014,Napier,ACT,103,95,8
2014,Napier,Aotearoa Legalise Cannabis Party,153,123,30
2014,Napier,Ban1080,58,49,9
2014,Napier,Conservative,2270,2124,146
2014,Napier,Democrats for Social Credit,27,22,5
2014,Napier,Focus NZ,6,5,1
2014,Napier,Green Party,3198,2696,502
2014,Napier,Internet MANA,219,162,57
2014,Napier,Labour Party,9466,8474,992
2014,Napier,Maori Party,160,123,37
2014,Napier,NZ First,2709,2483,226
2014,Napier,NZ Independent Coalition,7,6,1
2014,Napier,National Party,18005,16326,1679
2014,Napier,The Civilian Party,16,15,1
2014,Napier,United Future,63,55,8
2014,Nelson,ACT,151,137,14
2014,Nelson,Aotearoa Legalise Cannabis Party,202,171,31
2014,Nelson,Ban1080,386,330,56
2014,Nelson,Conservative,2094,1954,140
2014,Nelson,Democrats for Social Credit,47,46,1
2014,Nelson,Focus NZ,6,5,1
2014,Nelson,Green Party,5381,4564,817
2014,Nelson,Internet MANA,317,258,59
2014,Nelson,Labour Party,9401,8535,866
2014,Nelson,Maori Party,125,108,17
2014,Nelson,NZ First,2918,2685,233
2014,Nelson,NZ Independent Coalition,11,10,1
2014,Nelson,National Party,16904,15432,1472
2014,Nelson,The Civilian Party,12,11,1
2014,Nelson,United Future,95,87,8
2014,New Lynn,ACT,542,465,77
2014,New Lynn,Aotearoa Legalise Cannabis Party,101,71,30
2014,New Lynn,Ban1080,16,11,5
2014,New Lynn,Conservative,1233,1117,116
2014,New Lynn,Democrats for Social Credit,33,26,7
2014,New Lynn,Focus NZ,3,3,0
2014,New Lynn,Green Party,3365,2694,671
2014,New Lynn,Internet MANA,367,273,94
2014,New Lynn,Labour Party,12085,10157,1928
2014,New Lynn,Maori Party,119,92,27
2014,New Lynn,NZ First,2403,2104,299
2014,New Lynn,NZ Independent Coalition,8,7,1
2014,New Lynn,National Party,13136,11645,1491
2014,New Lynn,The Civilian Party,17,15,2
2014,New Lynn,United Future,56,53,3
2014,New Plymouth,ACT,172,147,25
2014,New Plymouth,Aotearoa Legalise Cannabis Party,218,188,30
2014,New Plymouth,Ban1080,57,45,12
2014,New Plymouth,Conservative,1201,1117,84
2014,New Plymouth,Democrats for Social Credit,28,27,1
2014,New Plymouth,Focus NZ,4,3,1
2014,New Plymouth,Green Party,3005,2508,497
2014,New Plymouth,Internet MANA,263,221,42
2014,New Plymouth,Labour Party,7947,7173,774
2014,New Plymouth,Maori Party,199,174,25
2014,New Plymouth,NZ First,3395,3110,285
2014,New Plymouth,NZ Independent Coalition,10,10,0
2014,New Plymouth,National Party,20969,19322,1647
2014,New Plymouth,The Civilian Party,19,18,1
2014,New Plymouth,United Future,66,58,8
2014,North Shore,ACT,545,451,94
2014,North Shore,Aotearoa Legalise Cannabis Party,103,75,28
2014,North Shore,Ban1080,13,11,2
2014,North Shore,Conservative,1673,1488,185
2014,North Shore,Democrats for Social Credit,34,29,5
2014,North Shore,Focus NZ,2,1,1
2014,North Shore,Green Party,4118,3323,795
2014,North Shore,Internet MANA,250,179,71
2014,North Shore,Labour Party,5473,4721,752
2014,North Shore,Maori Party,174,141,33
2014,North Shore,NZ First,2246,1945,301
2014,North Shore,NZ Independent Coalition,4,4,0
2014,North Shore,National Party,23762,20808,2954
2014,North Shore,The Civilian Party,12,9,3
2014,North Shore,United Future,98,79,19
2014,Northcote,ACT,573,502,71
2014,Northcote,Aotearoa Legalise Cannabis Party,122,95,27
2014,Northcote,Ban1080,17,15,2
2014,Northcote,Conservative,1522,1354,168
2014,Northcote,Democrats for Social Credit,20,19,1
2014,Northcote,Focus NZ,4,3,1
2014,Northcote,Green Party,4099,3393,706
2014,Northcote,Internet MANA,336,253,83
2014,Northcote,Labour Party,7803,6736,1067
2014,Northcote,Maori Party,162,132,30
2014,Northcote,NZ First,2584,2286,298
2014,Northcote,NZ Independent Coalition,10,9,1
2014,Northcote,National Party,17900,15658,2242
2014,Northcote,The Civilian Party,26,25,1
2014,Northcote,United Future,121,106,15
2014,Northland,ACT,162,139,23
2014,Northland,Aotearoa Legalise Cannabis Party,193,153,40
2014,Northland,Ban1080,51,44,7
2014,Northland,Conservative,2243,2110,133
2014,Northland,Democrats for Social Credit,64,59,5
2014,Northland,Focus NZ,216,198,18
2014,Northland,Green Party,3855,3253,602
2014,Northland,Internet MANA,601,488,113
2014,Northland,Labour Party,5913,5141,772
2014,Northland,Maori Party,210,164,46
2014,Northland,NZ First,4546,4040,506
2014,Northland,NZ Independent Coalition,9,6,3
2014,Northland,National Party,17412,15932,1480
2014,Northland,The Civilian Party,7,5,2
2014,Northland,United Future,71,62,9
2014,Ohariu,ACT,250,222,28
2014,Ohariu,Aotearoa Legalise Cannabis Party,146,118,28
2014,Ohariu,Ban1080,15,14,1
2014,Ohariu,Conservative,1118,976,142
2014,Ohariu,Democrats for Social Credit,22,18,4
2014,Ohariu,Focus NZ,4,4,0
2014,Ohariu,Green Party,5623,4718,905
2014,Ohariu,Internet MANA,258,206,52
2014,Ohariu,Labour Party,8771,7576,1195
2014,Ohariu,Maori Party,215,179,36
2014,Ohariu,NZ First,1781,1593,188
2014,Ohariu,NZ Independent Coalition,9,7,2
2014,Ohariu,National Party,18810,16657,2153
2014,Ohariu,The Civilian Party,29,26,3
2014,Ohariu,United Future,273,241,32
2014,Otaki,ACT,111,103,8
2014,Otaki,Aotearoa Legalise Cannabis Party,138,98,40
2014,Otaki,Ban1080,61,56,5
2014,Otaki,Conservative,1695,1583,112
2014,Otaki,Democrats for Social Credit,19,18,1
2014,Otaki,Focus NZ,6,5,1
2014,Otaki,Green Party,3635,3051,584
2014,Otaki,Internet MANA,249,185,64
2014,Otaki,Labour Party,9543,8511,1032
2014,Otaki,Maori Party,169,139,30
2014,Otaki,NZ First,3827,3531,296
2014,Otaki,NZ Independent Coalition,19,17,2
2014,Otaki,National Party,18854,17346,1508
2014,Otaki,The Civilian Party,12,9,3
2014,Otaki,United Future,74,65,9
2014,Pakuranga,ACT,1021,932,89
2014,Pakuranga,Aotearoa Legalise Cannabis Party,109,89,20
2014,Pakuranga,Ban1080,11,10,1
2014,Pakuranga,Conservative,1930,1748,182
2014,Pakuranga,Democrats for Social Credit,8,7,1
2014,Pakuranga,Focus NZ,4,4,0
2014,Pakuranga,Green Party,2192,1803,389
2014,Pakuranga,Internet MANA,214,170,44
2014,Pakuranga,Labour Party,5511,4809,702
2014,Pakuranga,Maori Party,108,92,16
2014,Pakuranga,NZ First,2456,2221,235
2014,Pakuranga,NZ Independent Coalition,8,8,0
2014,Pakuranga,National Party,20854,18789,2065
2014,Pakuranga,The Civilian Party,16,13,3
2014,Pakuranga,United Future,78,67,11
2014,Palmerston North,ACT,175,153,22
2014,Palmerston North,Aotearoa Legalise Cannabis Party,123,99,24
2014,Palmerston North,Ban1080,30,26,4
2014,Palmerston North,Conservative,1549,1395,154
2014,Palmerston North,Democrats for Social Credit,10,10,0
2014,Palmerston North,Focus NZ,7,7,0
2014,Palmerston North,Green Party,3390,2836,554
2014,Palmerston North,Internet MANA,330,247,83
2014,Palmerston North,Labour Party,10632,9383,1249
2014,Palmerston North,Maori Party,166,136,30
2014,Palmerston North,NZ First,2973,2686,287
2014,Palmerston North,NZ Independent Coalition,10,10,0
2014,Palmerston North,National Party,14835,13379,1456
2014,Palmerston North,The Civilian Party,24,20,4
2014,Palmerston North,United Future,80,75,5
2014,Papakura,ACT,218,193,25
2014,Papakura,Aotearoa Legalise Cannabis Party,124,98,26
2014,Papakura,Ban1080,23,19,4
2014,Papakura,Conservative,1431,1306,125
2014,Papakura,Democrats for Social Credit,9,6,3
2014,Papakura,Focus NZ,5,4,1
2014,Papakura,Green Party,1801,1485,316
2014,Papakura,Internet MANA,275,200,75
2014,Papakura,Labour Party,8967,7321,1646
2014,Papakura,Maori Party,172,128,44
2014,Papakura,NZ First,3737,3308,429
2014,Papakura,NZ Independent Coalition,4,4,0
2014,Papakura,National Party,17733,15678,2055
2014,Papakura,The Civilian Party,20,15,5
2014,Papakura,United Future,60,54,6
2014,Port Hills,ACT,175,155,20
2014,Port Hills,Aotearoa Legalise Cannabis Party,120,94,26
2014,Port Hills,Ban1080,33,23,10
2014,Port Hills,Conservative,1241,1130,111
2014,Port Hills,Democrats for Social Credit,41,36,5
2014,Port Hills,Focus NZ,4,4,0
2014,Port Hills,Green Party,6812,5756,1056
2014,Port Hills,Internet MANA,298,224,74
2014,Port Hills,Labour Party,9514,8440,1074
2014,Port Hills,Maori Party,160,134,26
2014,Port Hills,NZ First,2641,2352,289
2014,Port Hills,NZ Independent Coalition,1,1,0
2014,Port Hills,National Party,18719,16769,1950
2014,Port Hills,The Civilian Party,26,21,5
2014,Port Hills,United Future,80,75,5
2014,Rangitata,ACT,165,150,15
2014,Rangitata,Aotearoa Legalise Cannabis Party,217,188,29
2014,Rangitata,Ban1080,84,75,9
2014,Rangitata,Conservative,1580,1486,94
2014,Rangitata,Democrats for Social Credit,24,23,1
2014,Rangitata,Focus NZ,9,9,0
2014,Rangitata,Green Party,2715,2377,338
2014,Rangitata,Internet MANA,142,113,29
2014,Rangitata,Labour Party,8064,7474,590
2014,Rangitata,Maori Party,94,83,11
2014,Rangitata,NZ First,2848,2667,181
2014,Rangitata,NZ Independent Coalition,13,13,0
2014,Rangitata,National Party,20108,18679,1429
2014,Rangitata,The Civilian Party,20,16,4
2014,Rangitata,United Future,114,97,17
2014,Rangitikei,ACT,131,114,17
2014,Rangitikei,Aotearoa Legalise Cannabis Party,151,122,29
2014,Rangitikei,Ban1080,106,86,20
2014,Rangitikei,Conservative,2115,1964,151
2014,Rangitikei,Democrats for Social Credit,15,14,1
2014,Rangitikei,Focus NZ,7,7,0
2014,Rangitikei,Green Party,2709,2307,402
2014,Rangitikei,Internet MANA,208,151,57
2014,Rangitikei,Labour Party,6408,5669,739
2014,Rangitikei,Maori Party,195,165,30
2014,Rangitikei,NZ First,3914,3528,386
2014,Rangitikei,NZ Independent Coalition,12,12,0
2014,Rangitikei,National Party,18596,16926,1670
2014,Rangitikei,The Civilian Party,23,17,6
2014,Rangitikei,United Future,75,67,8
2014,Rimutaka,ACT,126,114,12
2014,Rimutaka,Aotearoa Legalise Cannabis Party,194,145,49
2014,Rimutaka,Ban1080,84,76,8
2014,Rimutaka,Conservative,1492,1388,104
2014,Rimutaka,Democrats for Social Credit,14,12,2
2014,Rimutaka,Focus NZ,4,4,0
2014,Rimutaka,Green Party,3154,2698,456
2014,Rimutaka,Internet MANA,324,251,73
2014,Rimutaka,Labour Party,12176,10617,1559
2014,Rimutaka,Maori Party,149,126,23
2014,Rimutaka,NZ First,3806,3445,361
2014,Rimutaka,NZ Independent Coalition,19,18,1
2014,Rimutaka,National Party,15352,13894,1458
2014,Rimutaka,The Civilian Party,19,18,1
2014,Rimutaka,United Future,122,110,12
2014,Rodney,ACT,192,170,22
2014,Rodney,Aotearoa Legalise Cannabis Party,123,102,21
2014,Rodney,Ban1080,29,24,5
2014,Rodney,Conservative,2661,2449,212
2014,Rodney,Democrats for Social Credit,15,13,2
2014,Rodney,Focus NZ,5,5,0
2014,Rodney,Green Party,3351,2806,545
2014,Rodney,Internet MANA,231,178,53
2014,Rodney,Labour Party,4847,4264,583
2014,Rodney,Maori Party,142,125,17
2014,Rodney,NZ First,3575,3258,317
2014,Rodney,NZ Independent Coalition,12,11,1
2014,Rodney,National Party,24051,21749,2302
2014,Rodney,The Civilian Party,8,7,1
2014,Rodney,United Future,81,72,9
2014,Rongotai,ACT,120,105,15
2014,Rongotai,Aotearoa Legalise Cannabis Party,131,101,30
2014,Rongotai,Ban1080,19,16,3
2014,Rongotai,Conservative,623,557,66
2014,Rongotai,Democrats for Social Credit,9,6,3
2014,Rongotai,Focus NZ,3,3,0
2014,Rongotai,Green Party,10176,8227,1949
2014,Rongotai,Internet MANA,568,415,153
2014,Rongotai,Labour Party,11754,10016,1738
2014,Rongotai,Maori Party,237,193,44
2014,Rongotai,NZ First,2097,1850,247
2014,Rongotai,NZ Independent Coalition,7,6,1
2014,Rongotai,National Party,12606,10934,1672
2014,Rongotai,The Civilian Party,21,14,7
2014,Rongotai,United Future,143,111,32
2014,Rotorua,ACT,142,127,15
2014,Rotorua,Aotearoa Legalise Cannabis Party,160,132,28
2014,Rotorua,Ban1080,101,87,14
2014,Rotorua,Conservative,1361,1248,113
2014,Rotorua,Democrats for Social Credit,16,15,1
2014,Rotorua,Focus NZ,4,3,1
2014,Rotorua,Green Party,2289,1887,402
2014,Rotorua,Internet MANA,272,212,60
2014,Rotorua,Labour Party,7181,6233,948
2014,Rotorua,Maori Party,486,432,54
2014,Rotorua,NZ First,4139,3750,389
2014,Rotorua,NZ Independent Coalition,33,29,4
2014,Rotorua,National Party,17660,16082,1578
2014,Rotorua,The Civilian Party,11,11,0
2014,Rotorua,United Future,72,70,2
2014,Selwyn,ACT,139,115,24
2014,Selwyn,Aotearoa Legalise Cannabis Party,120,85,35
2014,Selwyn,Ban1080,78,63,15
2014,Selwyn,Conservative,1253,1147,106
2014,Selwyn,Democrats for Social Credit,10,8,2
2014,Selwyn,Focus NZ,5,5,0
2014,Selwyn,Green Party,3910,3316,594
2014,Selwyn,Internet MANA,184,139,45
2014,Selwyn,Labour Party,4654,4088,566
2014,Selwyn,Maori Party,111,87,24
2014,Selwyn,NZ First,2494,2207,287
2014,Selwyn,NZ Independent Coalition,5,5,0
2014,Selwyn,National Party,22809,20251,2558
2014,Selwyn,The Civilian Party,16,13,3
2014,Selwyn,United Future,87,78,9
2014,Tamaki,ACT,504,447,57
2014,Tamaki,Aotearoa Legalise Cannabis Party,106,76,30
2014,Tamaki,Ban1080,8,5,3
2014,Tamaki,Conservative,1122,1018,104
2014,Tamaki,Democrats for Social Credit,10,9,1
2014,Tamaki,Focus NZ,13,11,2
2014,Tamaki,Green Party,3232,2580,652
2014,Tamaki,Internet MANA,263,189,74
2014,Tamaki,Labour Party,5431,4597,834
2014,Tamaki,Maori Party,175,145,30
2014,Tamaki,NZ First,1619,1438,181
2014,Tamaki,NZ Independent Coalition,12,10,2
2014,Tamaki,National Party,24091,21085,3006
2014,Tamaki,The Civilian Party,15,14,1
2014,Tamaki,United Future,69,58,11
2014,Tamaki Makaurau,ACT,39,32,7
2014,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,200,154,46
2014,Tamaki Makaurau,Ban1080,5,4,1
2014,Tamaki Makaurau,Conservative,128,119,9
2014,Tamaki Makaurau,Democrats for Social Credit,1,1,0
2014,Tamaki Makaurau,Focus NZ,6,6,0
2014,Tamaki Makaurau,Green Party,2438,1941,497
2014,Tamaki Makaurau,Internet MANA,2234,1706,528
2014,Tamaki Makaurau,Labour Party,8432,6933,1499
2014,Tamaki Makaurau,Maori Party,2651,2213,438
2014,Tamaki Makaurau,NZ First,2914,2482,432
2014,Tamaki Makaurau,NZ Independent Coalition,4,3,1
2014,Tamaki Makaurau,National Party,1575,1301,274
2014,Tamaki Makaurau,The Civilian Party,1,0,1
2014,Tamaki Makaurau,United Future,16,15,1
2014,Taranaki-King Country,ACT,120,111,9
2014,Taranaki-King Country,Aotearoa Legalise Cannabis Party,163,128,35
2014,Taranaki-King Country,Ban1080,156,135,21
2014,Taranaki-King Country,Conservative,1907,1738,169
2014,Taranaki-King Country,Democrats for Social Credit,20,19,1
2014,Taranaki-King Country,Focus NZ,8,7,1
2014,Taranaki-King Country,Green Party,2422,2060,362
2014,Taranaki-King Country,Internet MANA,191,145,46
2014,Taranaki-King Country,Labour Party,4483,3900,583
2014,Taranaki-King Country,Maori Party,185,154,31
2014,Taranaki-King Country,NZ First,3182,2898,284
2014,Taranaki-King Country,NZ Independent Coalition,9,9,0
2014,Taranaki-King Country,National Party,20637,18750,1887
2014,Taranaki-King Country,The Civilian Party,11,9,2
2014,Taranaki-King Country,United Future,85,76,9
2014,Taupo,ACT,91,73,18
2014,Taupo,Aotearoa Legalise Cannabis Party,148,117,31
2014,Taupo,Ban1080,223,195,28
2014,Taupo,Conservative,1729,1589,140
2014,Taupo,Democrats for Social Credit,29,25,4
2014,Taupo,Focus NZ,7,7,0
2014,Taupo,Green Party,2224,1862,362
2014,Taupo,Internet MANA,190,141,49
2014,Taupo,Labour Party,6752,5966,786
2014,Taupo,Maori Party,298,251,47
2014,Taupo,NZ First,3730,3376,354
2014,Taupo,NZ Independent Coalition,10,9,1
2014,Taupo,National Party,20703,18799,1904
2014,Taupo,The Civilian Party,13,9,4
2014,Taupo,United Future,94,85,9
2014,Tauranga,ACT,134,118,16
2014,Tauranga,Aotearoa Legalise Cannabis Party,110,80,30
2014,Tauranga,Ban1080,12,10,2
2014,Tauranga,Conservative,2146,1967,179
2014,Tauranga,Democrats for Social Credit,17,14,3
2014,Tauranga,Focus NZ,3,2,1
2014,Tauranga,Green Party,2645,2147,498
2014,Tauranga,Internet MANA,180,138,42
2014,Tauranga,Labour Party,5361,4683,678
2014,Tauranga,Maori Party,222,189,33
2014,Tauranga,NZ First,5387,4925,462
2014,Tauranga,NZ Independent Coalition,96,87,9
2014,Tauranga,National Party,20728,18745,1983
2014,Tauranga,The Civilian Party,7,5,2
2014,Tauranga,United Future,94,77,17
2014,Te Atatu,ACT,450,395,55
2014,Te Atatu,Aotearoa Legalise Cannabis Party,122,92,30
2014,Te Atatu,Ban1080,12,11,1
2014,Te Atatu,Conservative,1243,1122,121
2014,Te Atatu,Democrats for Social Credit,9,8,1
2014,Te Atatu,Focus NZ,0,0,0
2014,Te Atatu,Green Party,2684,2247,437
2014,Te Atatu,Internet MANA,380,278,102
2014,Te Atatu,Labour Party,11603,9779,1824
2014,Te Atatu,Maori Party,142,110,32
2014,Te Atatu,NZ First,2784,2428,356
2014,Te Atatu,NZ Independent Coalition,12,12,0
2014,Te Atatu,National Party,13614,12064,1550
2014,Te Atatu,The Civilian Party,5,4,1
2014,Te Atatu,United Future,52,43,9
2014,Te Tai Hauauru,ACT,27,23,4
2014,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,281,207,74
2014,Te Tai Hauauru,Ban1080,43,40,3
2014,Te Tai Hauauru,Conservative,116,101,15
2014,Te Tai Hauauru,Democrats for Social Credit,3,2,1
2014,Te Tai Hauauru,Focus NZ,1,1,0
2014,Te Tai Hauauru,Green Party,2442,1989,453
2014,Te Tai Hauauru,Internet MANA,1395,1116,279
2014,Te Tai Hauauru,Labour Party,8642,7279,1363
2014,Te Tai Hauauru,Maori Party,3611,3111,500
2014,Te Tai Hauauru,NZ First,2412,2125,287
2014,Te Tai Hauauru,NZ Independent Coalition,15,13,2
